conceptid,Value,ValueType,Provider
OFT:POO26,"žlebljenje",label:sl,GCI
OFT:POO26,"Rillen",label:de,GCI
OFT:POO27,"metličenje enosmerno",label:sl,GCI
OFT:POO27,"paraleller Besenstrich",label:de,GCI
OFT:POO28,"metličenje križno",label:sl,GCI
OFT:POO28,"gekreuzter Besenstrich",label:de,GCI
OFT:POO29,"gubanje",label:sl,GCI
OFT:POO29,"Falten",label:de,GCI
OFT:POO30,"pas",label:sl,GCI
OFT:POO30,"Band",label:de,GCI
OFT:POO31,"svetleča površina",label:sl,GCI
OFT:POO31,"glänzenale Oberfläche",label:de,GCI
OFT:POP,"pustilo",label:sl,GCI
OFT:POP,"Magerung",label:de,GCI
OFT:POP01,"organsko pustilo",label:sl,GCI
OFT:POP01,"organische Magerung",label:de,GCI
OFT:POP02,"brez pustila",label:sl,GCI
OFT:POP02,"ohne Magerung",label:de,GCI
OFT:POP03,"kremen (pustilo)",label:sl,GCI
OFT:POP03,"Quarzstein (Magerung)",label:de,GCI
OFT:POP04,"apnenec (pustilo)",label:sl,GCI
OFT:POP04,"Kalkstein (Magerung)",label:de,GCI
OFT:POP05,"srebrna sljuda (pustilo)",label:sl,GCI
OFT:POP05,"Silberglimmer (Magerung)",label:de,GCI
OFT:POP06,"zlata sljuda (pustilo)",label:sl,GCI
OFT:POP06,"Goldglimmer (Magerung)",label:de,GCI
OFT:POP07,"grafit (pustilo)",label:sl,GCI
OFT:POP07,"Graphit (Magerung)",label:de,GCI
OFT:POP08,"enakomerna velikost pustila",label:sl,GCI
OFT:POP08,"Magerung gleicher Korngrösse",label:de,GCI
OFT:POP09,"neenakomerna velikost pustila",label:sl,GCI
OFT:POP09,"Magerung unterschiedlicher Korngrösse",label:de,GCI
OFT:POP10,"majhna vsebnost pustila",label:sl,GCI
OFT:POP10,"geringe Magerung",label:de,GCI
OFT:POP11,"srednja vsebnost pustila",label:sl,GCI
OFT:POP11,"mäßig gemagert",label:de,GCI
OFT:POP12,"velika vsebnost pustila",label:sl,GCI
OFT:POP12,"stark gemagert",label:de,GCI
OFT:POP13,"drugo pustilo",label:sl,GCI
OFT:POP13,"andere Magerung",label:de,GCI
OFT:POP14,"opeka (pustilo)",label:sl,GCI
OFT:POP14,"Ziegel (Magerung)",label:de,GCI
OFT:POS,"prismojeni ostanki",label:sl,GCI
OFT:POS,"anhaftende Ablagerung",label:de,GCI
OFT:POSOH,"prismojeni ostanki",label:sl,GCI
OFT:POSOH,"angelegte Ablagerung",label:de,GCI
OFT:POV,"vrsta",label:sl,GCI
OFT:POV,"Gefäßart",label:de,GCI
OFT:POV01,"pekač, pladenj",label:sl,GCI
OFT:POV01,"Teller und Platten",label:de,GCI
OFT:POV02,"skleda, skodela",label:sl,GCI
OFT:POV02,"Schüssel und Schallen",label:de,GCI
OFT:POV03,"posodica, čaša",label:sl,GCI
OFT:POV03,"Töpfchen und Becher",label:de,GCI
OFT:POV04,"lonec",label:sl,GCI
OFT:POV04,"Topf",label:de,GCI
OFT:POV05,"vrč, steklenica",label:sl,GCI
OFT:POV05,"Kannen und Flaschen",label:de,GCI
OFT:POV06,"pražnica",label:sl,GCI
OFT:POV06,"Backglocke",label:de,GCI
OFT:POV07,"pokrov",label:sl,GCI
OFT:POV07,"Deckel",label:de,GCI
OFT:POV08,"pečnica",label:sl,GCI
OFT:POV08,"Ofenkachel",label:de,GCI
OFT:POV09,"vedro, kotel",label:sl,GCI
OFT:POV09,"Eimer und Kessel",label:de,GCI
OFT:POV10,"pekva",label:sl,GCI
OFT:POV10,"Backhaube",label:de,GCI
OFT:POU,"tip ustja",label:sl,GCI
OFT:POU,"Randform",label:de,GCI
OFT:PO0A0,"PO0A0",label:sl,GCI
OFT:PO0A0,"PO0A0",label:de,GCI
OFT:PO0A1,"PO0A1",label:sl,GCI
OFT:PO0A1,"PO0A1",label:de,GCI
OFT:PO0A2,"PO0A2",label:sl,GCI
OFT:PO0A2,"PO0A2",label:de,GCI
OFT:PO0A3,"PO0A3",label:sl,GCI
OFT:PO0A3,"PO0A3",label:de,GCI
OFT:PO0A4,"PO0A4",label:sl,GCI
OFT:PO0A4,"PO0A4",label:de,GCI
OFT:PO0A5,"PO0A5",label:sl,GCI
OFT:PO0A5,"PO0A5",label:de,GCI
OFT:PO0A6,"PO0A6",label:sl,GCI
OFT:PO0A6,"PO0A6",label:de,GCI
OFT:PO0A7,"PO0A7",label:sl,GCI
OFT:PO0A7,"PO0A7",label:de,GCI
OFT:PO0A8,"PO0A8",label:sl,GCI
OFT:PO0A8,"PO0A8",label:de,GCI
OFT:PO0A9,"PO0A9",label:sl,GCI
OFT:PO0A9,"PO0A9",label:de,GCI
OFT:PO0B0,"PO0B0",label:sl,GCI
OFT:PO0B0,"PO0B0",label:de,GCI
OFT:PO0B1,"PO0B1",label:sl,GCI
OFT:PO0B1,"PO0B1",label:de,GCI
OFT:PO0B2,"PO0B2",label:sl,GCI
OFT:PO0B2,"PO0B2",label:de,GCI
OFT:PO0B3,"PO0B3",label:sl,GCI
OFT:PO0B3,"PO0B3",label:de,GCI
OFT:PO0B4,"PO0B4",label:sl,GCI
OFT:PO0B4,"PO0B4",label:de,GCI
OFT:PO0B5,"PO0B5",label:sl,GCI
OFT:PO0B5,"PO0B5",label:de,GCI
OFT:PO0B6,"PO0B6",label:sl,GCI
OFT:PO0B6,"PO0B6",label:de,GCI
OFT:PO0B7,"PO0B7",label:sl,GCI
OFT:PO0B7,"PO0B7",label:de,GCI
OFT:PO0B8,"PO0B8",label:sl,GCI
OFT:PO0B8,"PO0B8",label:de,GCI
OFT:PO0B9,"PO0B9",label:sl,GCI
OFT:PO0B9,"PO0B9",label:de,GCI
OFT:PO0C0,"PO0C0",label:sl,GCI
OFT:PO0C0,"PO0C0",label:de,GCI
OFT:PO0C1,"PO0C1",label:sl,GCI
OFT:PO0C1,"PO0C1",label:de,GCI
OFT:PO0C2,"PO0C2",label:sl,GCI
OFT:PO0C2,"PO0C2",label:de,GCI
OFT:PO0C3,"PO0C3",label:sl,GCI
OFT:PO0C3,"PO0C3",label:de,GCI
OFT:PO0C4,"PO0C4",label:sl,GCI
OFT:PO0C4,"PO0C4",label:de,GCI
OFT:PO0C5,"PO0C5",label:sl,GCI
OFT:PO0C5,"PO0C5",label:de,GCI
OFT:PO0C6,"PO0C6",label:sl,GCI
OFT:PO0C6,"PO0C6",label:de,GCI
OFT:PO0C7,"PO0C7",label:sl,GCI
OFT:PO0C7,"PO0C7",label:de,GCI
OFT:PO0C8,"PO0C8",label:sl,GCI
OFT:PO0C8,"PO0C8",label:de,GCI
OFT:PO0C9,"PO0C9",label:sl,GCI
OFT:PO0C9,"PO0C9",label:de,GCI
OFT:PO0D0,"PO0D0",label:sl,GCI
OFT:PO0D0,"PO0D0",label:de,GCI
OFT:PO0D1,"PO0D1",label:sl,GCI
OFT:PO0D1,"PO0D1",label:de,GCI
OFT:PO0D2,"PO0D2",label:sl,GCI
OFT:PO0D2,"PO0D2",label:de,GCI
OFT:PO0D3,"PO0D3",label:sl,GCI
OFT:PO0D3,"PO0D3",label:de,GCI
OFT:PO0D4,"PO0D4",label:sl,GCI
OFT:PO0D4,"PO0D4",label:de,GCI
OFT:PO0D5,"PO0D5",label:sl,GCI
OFT:PO0D5,"PO0D5",label:de,GCI
OFT:PO0D6,"PO0D6",label:sl,GCI
OFT:PO0D6,"PO0D6",label:de,GCI
OFT:PO0D7,"PO0D7",label:sl,GCI
OFT:PO0D7,"PO0D7",label:de,GCI
OFT:PO0D8,"PO0D8",label:sl,GCI
OFT:PO0D8,"PO0D8",label:de,GCI
OFT:PO0D9,"PO0D9",label:sl,GCI
OFT:PO0D9,"PO0D9",label:de,GCI
OFT:PO0E0,"PO0E0",label:sl,GCI
OFT:PO0E0,"PO0E0",label:de,GCI
OFT:PO0E1,"PO0E1",label:sl,GCI
OFT:PO0E1,"PO0E1",label:de,GCI
OFT:PO0E2,"PO0E2",label:sl,GCI
OFT:PO0E2,"PO0E2",label:de,GCI
OFT:PO0E3,"PO0E3",label:sl,GCI
OFT:PO0E3,"PO0E3",label:de,GCI
OFT:PO0E4,"PO0E4",label:sl,GCI
OFT:PO0E4,"PO0E4",label:de,GCI
OFT:PO0E5,"PO0E5",label:sl,GCI
OFT:PO0E5,"PO0E5",label:de,GCI
OFT:PO0E6,"PO0E6",label:sl,GCI
OFT:PO0E6,"PO0E6",label:de,GCI
OFT:PO0E7,"PO0E7",label:sl,GCI
OFT:PO0E7,"PO0E7",label:de,GCI
OFT:PO0E8,"PO0E8",label:sl,GCI
OFT:PO0E8,"PO0E8",label:de,GCI
OFT:PO0E9,"PO0E9",label:sl,GCI
OFT:PO0E9,"PO0E9",label:de,GCI
OFT:PO0F1,"PO0F1",label:sl,GCI
OFT:PO0F1,"PO0F1",label:de,GCI
OFT:PO0F2,"PO0F2",label:sl,GCI
OFT:PO0F2,"PO0F2",label:de,GCI
OFT:PO0F3,"PO0F3",label:sl,GCI
OFT:PO0F3,"PO0F3",label:de,GCI
OFT:PO0F4,"PO0F4",label:sl,GCI
OFT:PO0F4,"PO0F4",label:de,GCI
OFT:PO0F5,"PO0F5",label:sl,GCI
OFT:PO0F5,"PO0F5",label:de,GCI
OFT:PO0F6,"PO0F6",label:sl,GCI
OFT:PO0F6,"PO0F6",label:de,GCI
OFT:PO0F7,"PO0F7",label:sl,GCI
OFT:PO0F7,"PO0F7",label:de,GCI
OFT:PO1A1,"PO1A1",label:sl,GCI
OFT:PO1A1,"PO1A1",label:de,GCI
OFT:PO1B1,"PO1B1",label:sl,GCI
OFT:PO1B1,"PO1B1",label:de,GCI
OFT:PO1C1,"PO1C1",label:sl,GCI
OFT:PO1C1,"PO1C1",label:de,GCI
OFT:PO1D1,"PO1D1",label:sl,GCI
OFT:PO1D1,"PO1D1",label:de,GCI
OFT:PO1E1,"PO1E1",label:sl,GCI
OFT:PO1E1,"PO1E1",label:de,GCI
OFT:PO1F1,"PO1F1",label:sl,GCI
OFT:PO1F1,"PO1F1",label:de,GCI
OFT:PO2A1,"PO2A1",label:sl,GCI
OFT:PO2A1,"PO2A1",label:de,GCI
OFT:PO2A2,"PO2A2",label:sl,GCI
OFT:PO2A2,"PO2A2",label:de,GCI
OFT:PO2A3,"PO2A3",label:sl,GCI
OFT:PO2A3,"PO2A3",label:de,GCI
OFT:PO2A4,"PO2A4",label:sl,GCI
OFT:PO2A4,"PO2A4",label:de,GCI
OFT:PO2A5,"PO2A5",label:sl,GCI
OFT:PO2A5,"PO2A5",label:de,GCI
OFT:PO2A6,"PO2A6",label:sl,GCI
OFT:PO2A6,"PO2A6",label:de,GCI
OFT:PO2A7,"PO2A7",label:sl,GCI
OFT:PO2A7,"PO2A7",label:de,GCI
OFT:PO2A8,"PO2A8",label:sl,GCI
OFT:PO2A8,"PO2A8",label:de,GCI
OFT:PO2A9,"PO2A9",label:sl,GCI
OFT:PO2A9,"PO2A9",label:de,GCI
OFT:PO2B1,"PO2B1",label:sl,GCI
OFT:PO2B1,"PO2B1",label:de,GCI
OFT:PO2B2,"PO2B2",label:sl,GCI
OFT:PO2B2,"PO2B2",label:de,GCI
OFT:PO2B3,"PO2B3",label:sl,GCI
OFT:PO2B3,"PO2B3",label:de,GCI
OFT:PO2B4,"PO2B4",label:sl,GCI
OFT:PO2B4,"PO2B4",label:de,GCI
OFT:PO2B5,"PO2B5",label:sl,GCI
OFT:PO2B5,"PO2B5",label:de,GCI
OFT:PO2B6,"PO2B6",label:sl,GCI
OFT:PO2B6,"PO2B6",label:de,GCI
OFT:PO2B7,"PO2B7",label:sl,GCI
OFT:PO2B7,"PO2B7",label:de,GCI
OFT:PO2B8,"PO2B8",label:sl,GCI
OFT:PO2B8,"PO2B8",label:de,GCI
OFT:PO2B9,"PO2B9",label:sl,GCI
OFT:PO2B9,"PO2B9",label:de,GCI
OFT:PO2C1,"PO2C1",label:sl,GCI
OFT:PO2C1,"PO2C1",label:de,GCI
OFT:PO2C2,"PO2C2",label:sl,GCI
OFT:PO2C2,"PO2C2",label:de,GCI
OFT:PO2C3,"PO2C3",label:sl,GCI
OFT:PO2C3,"PO2C3",label:de,GCI
OFT:PO2C4,"PO2C4",label:sl,GCI
OFT:PO2C4,"PO2C4",label:de,GCI
OFT:PO2C5,"PO2C5",label:sl,GCI
OFT:PO2C5,"PO2C5",label:de,GCI
OFT:PO2C6,"PO2C6",label:sl,GCI
OFT:PO2C6,"PO2C6",label:de,GCI
OFT:PO2C7,"PO2C7",label:sl,GCI
OFT:PO2C7,"PO2C7",label:de,GCI
OFT:PO2C8,"PO2C8",label:sl,GCI
OFT:PO2C8,"PO2C8",label:de,GCI
OFT:PO2C9,"PO2C9",label:sl,GCI
OFT:PO2C9,"PO2C9",label:de,GCI
OFT:PO2D1,"PO2D1",label:sl,GCI
OFT:PO2D1,"PO2D1",label:de,GCI
OFT:PO2D2,"PO2D2",label:sl,GCI
OFT:PO2D2,"PO2D2",label:de,GCI
OFT:PO2D3,"PO2D3",label:sl,GCI
OFT:PO2D3,"PO2D3",label:de,GCI
OFT:PO2D4,"PO2D4",label:sl,GCI
OFT:PO2D4,"PO2D4",label:de,GCI
OFT:PO2D5,"PO2D5",label:sl,GCI
OFT:PO2D5,"PO2D5",label:de,GCI
OFT:PO2D6,"PO2D6",label:sl,GCI
OFT:PO2D6,"PO2D6",label:de,GCI
OFT:PO2D7,"PO2D7",label:sl,GCI
OFT:PO2D7,"PO2D7",label:de,GCI
OFT:PO2E1,"PO2E1",label:sl,GCI
OFT:PO2E1,"PO2E1",label:de,GCI
OFT:PO2F1,"PO2F1",label:sl,GCI
OFT:PO2F1,"PO2F1",label:de,GCI
OFT:PO3A1,"PO3A1",label:sl,GCI
OFT:PO3A1,"PO3A1",label:de,GCI
OFT:PO3B1,"PO3B1",label:sl,GCI
OFT:PO3B1,"PO3B1",label:de,GCI
OFT:PO3C1,"PO3C1",label:sl,GCI
OFT:PO3C1,"PO3C1",label:de,GCI
OFT:PO3D1,"PO3D1",label:sl,GCI
OFT:PO3D1,"PO3D1",label:de,GCI
OFT:PO3E1,"PO3E1",label:sl,GCI
OFT:PO3E1,"PO3E1",label:de,GCI
OFT:PO3F1,"PO3F1",label:sl,GCI
OFT:PO3F1,"PO3F1",label:de,GCI
OFT:PO4A1,"PO4A1",label:sl,GCI
OFT:PO4A1,"PO4A1",label:de,GCI
OFT:PO4B1,"PO4B1",label:sl,GCI
OFT:PO4B1,"PO4B1",label:de,GCI
OFT:PO4C1,"PO4C1",label:sl,GCI
OFT:PO4C1,"PO4C1",label:de,GCI
OFT:PO4D1,"PO4D1",label:sl,GCI
OFT:PO4D1,"PO4D1",label:de,GCI
OFT:PO4E1,"PO4E1",label:sl,GCI
OFT:PO4E1,"PO4E1",label:de,GCI
OFT:PO4F1,"PO4F1",label:sl,GCI
OFT:PO4F1,"PO4F1",label:de,GCI
OFT:PO5A1,"PO5A1",label:sl,GCI
OFT:PO5A1,"PO5A1",label:de,GCI
OFT:PO5B1,"PO5B1",label:sl,GCI
OFT:PO5B1,"PO5B1",label:de,GCI
OFT:PO5C1,"PO5C1",label:sl,GCI
OFT:PO5C1,"PO5C1",label:de,GCI
OFT:PO5D1,"PO5D1",label:sl,GCI
OFT:PO5D1,"PO5D1",label:de,GCI
OFT:PO5E1,"PO5E1",label:sl,GCI
OFT:PO5E1,"PO5E1",label:de,GCI
OFT:PO5F1,"PO5F1",label:sl,GCI
OFT:PO5F1,"PO5F1",label:de,GCI
OFT:PO5G1,"PO5G1",label:sl,GCI
OFT:PO5G1,"PO5G1",label:de,GCI
OFT:PO6A1,"PO6A1",label:sl,GCI
OFT:PO6A1,"PO6A1",label:de,GCI
OFT:PO6B1,"PO6B1",label:sl,GCI
OFT:PO6B1,"PO6B1",label:de,GCI
OFT:PO6C1,"PO6C1",label:sl,GCI
OFT:PO6C1,"PO6C1",label:de,GCI
OFT:PO6D1,"PO6D1",label:sl,GCI
OFT:PO6D1,"PO6D1",label:de,GCI
OFT:PO6E1,"PO6E1",label:sl,GCI
OFT:PO6E1,"PO6E1",label:de,GCI
OFT:PO6F1,"PO6F1",label:sl,GCI
OFT:PO6F1,"PO6F1",label:de,GCI
OFT:PO6G1,"PO6G1",label:sl,GCI
OFT:PO6G1,"PO6G1",label:de,GCI
OFT:PO7A1,"PO7A1",label:sl,GCI
OFT:PO7A1,"PO7A1",label:de,GCI
OFT:PO7B1,"PO7B1",label:sl,GCI
OFT:PO7B1,"PO7B1",label:de,GCI
OFT:PO7C1,"PO7C1",label:sl,GCI
OFT:PO7C1,"PO7C1",label:de,GCI
OFT:PO7D1,"PO7D1",label:sl,GCI
OFT:PO7D1,"PO7D1",label:de,GCI
OFT:PO7E1,"PO7E1",label:sl,GCI
OFT:PO7E1,"PO7E1",label:de,GCI
OFT:PO7F1,"PO7F1",label:sl,GCI
OFT:PO7F1,"PO7F1",label:de,GCI
OFT:PO8A1,"PO8A1",label:sl,GCI
OFT:PO8A1,"PO8A1",label:de,GCI
OFT:PO8B1,"PO8B1",label:sl,GCI
OFT:PO8B1,"PO8B1",label:de,GCI
OFT:PO9A1,"PO9A1",label:sl,GCI
OFT:PO9A1,"PO9A1",label:de,GCI
OFT:PO9B1,"PO9B1",label:sl,GCI
OFT:PO9B1,"PO9B1",label:de,GCI
OFT:PO9C1,"PO9C1",label:sl,GCI
OFT:PO9C1,"PO9C1",label:de,GCI
OFT:PO9D1,"PO9D1",label:sl,GCI
OFT:PO9D1,"PO9D1",label:de,GCI
OFT:POTNT,"nedoločljiv tip ustja posode",label:sl,GCI
OFT:POTNT,"unbestimmbare Randform",label:de,GCI
OFT:POTXTU,"drug tip ustja posode",label:sl,GCI
OFT:POTXTU,"andere Randform",label:de,GCI
OFT:NO,"naglavni obroček",label:sl,GCI
OFT:NO,"Kopfschmuckring",label:de,GCI
OFT:NO0100_0201,"zanka in kaveljček",label:sl,GCI
OFT:NO0100_0201,"aken und Öse",label:de,GCI
OFT:NO0100_0501,"kovana S zanka",label:sl,GCI
OFT:NO0100_0501,"geschmiedete S-Schlaufe",label:de,GCI
OFT:NO0100_0606,"ravna konca",label:sl,GCI
OFT:NO0100_0606,"stumpfe Enden",label:de,GCI
OFT:NO0100_0608,"enojna odebelitev enostransko",label:sl,GCI
OFT:NO0100_0608,"ein Knöpfchen an einem Ende",label:de,GCI
OFT:NO0100_0709,"več odebelitev enostransko",label:sl,GCI
OFT:NO0100_0709,"mehrere Knöpfchen an einem Ende",label:de,GCI
OFT:NO0100_0808,"enojna odebelitev dvostransko",label:sl,GCI
OFT:NO0100_0808,"ein Knöpfchen an beiden Enden",label:de,GCI
OFT:NO0100_0909,"več odebelitev obojestransko",label:sl,GCI
OFT:NO0100_0909,"mehrere Knöpfchen an beiden Enden",label:de,GCI
OFT:NO0205_0201,"zanke na locnu",label:sl,GCI
OFT:NO0205_0201,"Ringkörper mit Schlaufen",label:de,GCI
OFT:NO0300_0201,"dolga zanka na locnu",label:sl,GCI
OFT:NO0300_0201,"Ringkörper mit Langschlaufe",label:de,GCI
OFT:NO0500_0610,"kovan polmesec",label:sl,GCI
OFT:NO0500_0610,"Mondsichel geschmiedet",label:de,GCI
OFT:NO0600_0610,"vlit polmesec",label:sl,GCI
OFT:NO0600_0610,"Mondsichel gegossen",label:de,GCI
OFT:NO0700_0810,"astragalne odebelitve",label:sl,GCI
OFT:NO0700_0810,"mehrfach profilierter Ringkörper",label:de,GCI
OFT:UH000,"druga oblika uhana ali obsenčnika",label:sl,GCI
OFT:UH000,"Kopfschmuckring anderer Form",label:de,GCI
OFT:UH001,"UHO01",label:sl,GCI
OFT:UH001,"UHO01",label:de,GCI
OFT:UH002,"UHO02",label:sl,GCI
OFT:UH002,"UHO02",label:de,GCI
OFT:UH003,"UH003",label:sl,GCI
OFT:UH003,"UH003",label:de,GCI
OFT:UH006,"UHO06",label:sl,GCI
OFT:UH006,"UHO06",label:de,GCI
OFT:UH007,"UHO07",label:sl,GCI
OFT:UH007,"UHO07",label:de,GCI
OFT:UH008,"UH008",label:sl,GCI
OFT:UH008,"UH008",label:de,GCI
OFT:UH010,"UHO10",label:sl,GCI
OFT:UH010,"UHO10",label:de,GCI
OFT:UH013,"UHO13",label:sl,GCI
OFT:UH013,"UHO13",label:de,GCI
OFT:UH015,"UH015",label:sl,GCI
OFT:UH015,"UH015",label:de,GCI
OFT:UH020,"UHO20",label:sl,GCI
OFT:UH020,"UHO20",label:de,GCI
OFT:UH034,"UHO34",label:sl,GCI
OFT:UH034,"UHO34",label:de,GCI
OFT:UH035,"UHO35",label:sl,GCI
OFT:UH035,"UHO35",label:de,GCI
OFT:ZA,"zaponka",label:sl,GCI
OFT:ZA,"Fibel",label:de,GCI
OFT:ZA001,"druga oblika zaponke",label:sl,GCI
OFT:ZA001,"Fibel anderer Form",label:de,GCI
OFT:ZA002,"ZA002",label:sl,GCI
OFT:ZA002,"ZA002",label:de,GCI
OFT:ZA003,"ZA003",label:sl,GCI
OFT:ZA003,"ZA003",label:de,GCI
OFT:ZA004,"ZA004",label:sl,GCI
OFT:ZA004,"ZA004",label:de,GCI
